Idaho, Precipitation
Units: Inches
Base Period: 1900-2000
Missing: -99
Date,Value,Anomaly
199407,0.53,-0.30
199408,0.37,-0.47
199409,0.61,-0.60
199410,2.35,0.60
199411,3.41,0.73
199412,2.67,-0.22
199501,3.55,0.54
199502,1.75,-0.71
199503,4.07,1.75
199504,2.39,0.44
199505,2.98,0.85
199506,3.19,1.40
199507,1.39,0.56
199508,0.87,0.03
199509,0.82,-0.39
199510,1.97,0.22
199511,4.20,1.52
199512,3.93,1.04
199601,4.07,1.06
199602,3.17,0.71
199603,2.07,-0.25
199604,3.09,1.14
199605,3.75,1.62
199606,0.76,-1.03
199607,0.48,-0.35
199608,0.34,-0.50
199609,0.97,-0.24
199610,1.95,0.20
199611,3.71,1.03
199612,7.74,4.85
199701,4.44,1.43
199702,1.59,-0.87
199703,2.64,0.32
199704,2.68,0.73
199705,1.67,-0.46
199706,2.13,0.34
199707,1.79,0.96
199708,1.12,0.28
199709,1.70,0.49
199710,2.29,0.54
199711,1.74,-0.94
199712,1.49,-1.40
199801,4.09,1.08
199802,1.98,-0.48
199803,2.17,-0.15
199804,1.79,-0.16
199805,4.63,2.50
199806,2.77,0.98
199807,1.18,0.35
199808,0.37,-0.47
199809,1.84,0.63
199810,0.86,-0.89
199811,3.96,1.28
199812,3.31,0.42
199901,3.33,0.32
199902,4.49,2.03
199903,1.61,-0.71
199904,1.58,-0.37
199905,2.21,0.08
199906,1.83,0.04
199907,0.26,-0.57
199908,1.06,0.22
199909,0.21,-1.00
199910,1.17,-0.58
199911,2.20,-0.48
199912,2.69,-0.20
200001,3.41,0.40
200002,3.05,0.59
200003,1.92,-0.40
200004,1.50,-0.45
200005,2.05,-0.08
200006,0.86,-0.93
200007,0.35,-0.48
200008,0.31,-0.53
200009,1.65,0.44
200010,2.77,1.02
200011,1.34,-1.34
200012,1.68,-1.21
200101,1.37,-1.64
200102,1.18,-1.28
200103,1.58,-0.74
200104,2.33,0.38
200105,1.02,-1.11
200106,1.40,-0.39
200107,1.12,0.29
200108,0.17,-0.67
200109,0.73,-0.48
200110,2.22,0.47
200111,2.51,-0.17
200112,3.50,0.61
200201,2.97,-0.04
200202,1.33,-1.13
200203,2.39,0.07
200204,1.98,0.03
200205,1.53,-0.60
200206,1.42,-0.37
200207,0.51,-0.32
200208,0.51,-0.33
200209,1.03,-0.18
200210,0.63,-1.12
200211,1.60,-1.08
200212,3.08,0.19
200301,3.19,0.18
200302,2.01,-0.45
200303,3.31,0.99
200304,2.54,0.59
200305,2.02,-0.11
200306,0.64,-1.15
200307,0.30,-0.53
200308,0.96,0.12
200309,0.72,-0.49
200310,0.80,-0.95
200311,2.45,-0.23
200312,3.62,0.73
200401,2.90,-0.11
200402,2.19,-0.27
200403,1.10,-1.22
200404,1.37,-0.58
200405,3.50,1.37
200406,1.43,-0.36
200407,0.91,0.08
200408,1.90,1.06
200409,1.55,0.34
200410,2.41,0.66
200411,1.38,-1.30
200412,2.54,-0.35
200501,1.81,-1.20
200502,0.71,-1.75
200503,2.44,0.12
200504,2.22,0.27
200505,4.11,1.98
200506,2.44,0.65
200507,0.35,-0.48
200508,0.47,-0.37
200509,0.93,-0.28
200510,1.84,0.09
200511,2.88,0.20
200512,4.38,1.49
200601,4.71,1.70
200602,1.79,-0.67
200603,2.69,0.37
200604,3.07,1.12
200605,1.63,-0.50
200606,1.74,-0.05
200607,0.46,-0.37
200608,0.40,-0.44
200609,1.25,0.04
200610,1.58,-0.17
200611,4.34,1.66
200612,2.72,-0.17
200701,1.36,-1.65
200702,2.45,-0.01
200703,1.45,-0.87
200704,1.59,-0.36
200705,1.09,-1.04
200706,1.23,-0.56
200707,0.38,-0.45
200708,0.51,-0.33
200709,1.26,0.05
200710,2.58,0.83
200711,2.04,-0.64
200712,3.62,0.73
200801,3.53,0.52
200802,2.23,-0.23
200803,2.28,-0.04
200804,1.20,-0.75
200805,1.82,-0.31
200806,1.43,-0.36
200807,0.31,-0.52
200808,0.82,-0.02
200809,0.77,-0.44
200810,1.04,-0.71
200811,2.80,0.12
200812,3.74,0.85
200901,2.72,-0.29
200902,1.46,-1.00
200903,3.17,0.85
200904,1.84,-0.11
200905,2.03,-0.10
200906,3.51,1.72
200907,0.71,-0.12
200908,1.45,0.61
200909,0.35,-0.86
200910,2.47,0.72
200911,1.33,-1.35
200912,1.84,-1.05
201001,2.54,-0.47
201002,1.06,-1.40
201003,1.86,-0.46
201004,2.64,0.69
201005,2.77,0.64
201006,3.24,1.45
201007,0.52,-0.31
201008,0.83,-0.01
201009,0.94,-0.27
201010,2.49,0.74
201011,3.03,0.35
201012,4.22,1.33
201101,2.79,-0.22
201102,1.93,-0.53
201103,3.88,1.56
201104,3.18,1.23
201105,3.15,1.02
201106,1.96,0.17
201107,0.55,-0.28
201108,0.51,-0.33
201109,0.39,-0.82
201110,2.83,1.08
201111,1.99,-0.69
201112,1.53,-1.36
201201,3.33,0.32
201202,1.78,-0.68
201203,4.25,1.93
201204,2.12,0.17
201205,1.91,-0.22
201206,1.60,-0.19
201207,0.93,0.10
201208,0.28,-0.56
201209,0.32,-0.89
201210,2.32,0.57
201211,2.75,0.07
201212,4.12,1.23
201301,1.90,-1.11
201302,1.07,-1.39
201303,1.47,-0.85
201304,1.81,-0.14
201305,1.51,-0.62
201306,1.35,-0.44
201307,0.53,-0.30
201308,0.71,-0.13
201309,2.96,1.75
201310,0.85,-0.90
201311,1.72,-0.96
201312,1.76,-1.13
201401,2.02,-0.99
201402,3.68,1.22
201403,3.92,1.60
201404,2.15,0.20
201405,1.26,-0.87
201406,1.32,-0.47
201407,0.39,-0.44
201408,2.29,1.45
201409,1.53,0.32
201410,1.29,-0.46
201411,3.32,0.64
201412,3.30,0.41
201501,2.06,-0.95
201502,1.86,-0.60
201503,1.51,-0.81
201504,1.23,-0.72
201505,2.89,0.76
201506,0.77,-1.02
201507,1.37,0.54
201508,0.76,-0.08
201509,1.31,0.10
201510,1.69,-0.06
201511,2.51,-0.17
201512,4.56,1.67
201601,2.66,-0.35
201602,1.65,-0.81
201603,3.58,1.26
201604,1.65,-0.30
201605,2.21,0.08
201606,0.80,-0.99
201607,0.72,-0.11
201608,0.15,-0.69
201609,1.82,0.61
201610,4.54,2.79
201611,1.44,-1.24
201612,3.66,0.77
201701,3.33,0.32
201702,4.91,2.45
201703,4.14,1.82
201704,2.95,1.00
201705,1.60,-0.53
201706,1.69,-0.10
201707,0.33,-0.50
201708,0.35,-0.49
201709,2.09,0.88
201710,1.65,-0.10
201711,3.55,0.87
201712,2.24,-0.65
201801,2.78,-0.23
201802,2.33,-0.13
201803,2.75,0.43
201804,2.54,0.59
201805,2.47,0.34
201806,1.64,-0.15
201807,0.12,-0.71
201808,0.53,-0.31
201809,0.16,-1.05
201810,1.94,0.19
201811,2.38,-0.30
201812,2.24,-0.65
201901,2.22,-0.79
201902,4.78,2.32
201903,1.40,-0.92
201904,3.20,1.25
201905,2.83,0.70
201906,1.09,-0.70
201907,0.54,-0.29
201908,0.60,-0.24
201909,2.09,0.88
201910,1.58,-0.17
201911,0.82,-1.86
201912,2.26,-0.63
202001,3.96,0.95
202002,2.12,-0.34
202003,2.01,-0.31
202004,1.44,-0.51
202005,2.45,0.32
202006,2.99,1.20
202007,0.43,-0.40
202008,0.25,-0.59
202009,0.68,-0.53
202010,1.52,-0.23
202011,2.43,-0.25
202012,1.91,-0.98
202101,2.31,-0.70
202102,3.07,0.61
202103,1.18,-1.14
202104,0.86,-1.09
202105,1.38,-0.75
202106,0.56,-1.23
202107,0.59,-0.24
202108,1.22,0.38
202109,0.83,-0.38
202110,2.88,1.13
202111,2.18,-0.50
202112,3.87,0.98
202201,2.30,-0.71
